Date,Observation Time,Purchase Order Number,RCS Number,Work Order Number,Job Start Time,Job Finish Time,Work group,Risk,OC,Authority To Proceed Description,Does ARP walk the job. In the alloted time frames,Field Verifications Completed (ARP),Field Verifications Completed (CRP),Supervision Present,# of People on Job
12/07/2021,8:00:00,7175923,,,7:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,3
12/07/2021,14:30:00,7175923,,,14:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,2
12/07/2021,13:50:00,7181625,87318,,11:00:00,14:00:00,GLU Scaff,High,1,Modify scaffold #51 B.O.T.,Yes,Yes,Yes,No,1
12/07/2021,7:00:00,7183573,,,7:00:00,10:00:00,GLU Mech,High,1,Install ball valves #56 contact heater,Yes,Yes,Yes,No,2
12/07/2021,13:35:00,7188448,91701,,10:30:00,,Olivea,High,1,Drill holes #34 S/Trap tank stiffener,Yes,Yes,Yes,No,3
12/07/2021,14:35:00,7188448,91071,,10:30:00,?,Olivea,High,1,Drill holes #34 S/Trap tank stiffener,Yes,Yes,Yes,No,3
12/07/2021,8:18:00,7191209,92346,,8:00:00,,Onecranes,High,1,Replace pendant 108W pedestal crane ,Yes,Yes,Yes,No,1
12/07/2021,11:06:00,7191209,92346,,8:00:00,12:00:00,Onecranes,High,1,Replace pendant 108W pedestal crane ,Yes,Yes,Yes,No,1
12/07/2021,8:45:00,7192350,,,6:30:00,,GLU Mech,High,1,Install liners 11a digester vessel,Yes,Yes,Yes,No,3
12/07/2021,11:25:00,7192350,,,6:30:00,,GLU Mech,High,1,Install liners 11a digester vessel,Yes,Yes,Yes,No,3
12/07/2021,13:30:00,7192350,,,6:30:00,,GLU Mech,High,1,Install liners 11A Digester vessel ,Yes,Yes,Yes,No,3
12/07/2021,8:44:00,7192351,,,6:30:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,No,3
12/07/2021,11:25:00,7192351,,,6:30:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,No,3
12/07/2021,13:30:00,7192351,,,6:30:00,,GLU Mech,High,1,Install liners in 11B Digester vessel,Yes,Yes,Yes,No,3
12/07/2021,7:50:00,715693805,84670,,8:00:00,,SAL,Medium,1,Inspect cone liners #21 GCH 25C,Yes,Yes,Yes,No,2
13/07/2021,14:50:00,71759,,,8:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,2
13/07/2021,8:43:00,7170506,,,8:00:00,,Awayclean,High,1,HPW clean #51B.O.T. vapour line,Yes,Yes,Yes,No,3
13/07/2021,11:05:00,7170506,,,8:00:00,,Awayclean,High,1,HPW clean #51B.O.T. vapour line,Yes,Yes,Yes,No,0
13/07/2021,11:59:00,7170506,,,8:00:00,,Awayclean,High,1,HPW clean #51B.O.T. vapour line,Yes,Yes,Yes,No,3
13/07/2021,13:55:00,7170506,,,8:00:00,14:00:00,Awayclean,High,1,HPW clean #51B.O.T. vapour line,Yes,Yes,Yes,No,3
13/07/2021,8:50:00,7175923,,,8:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,2
13/07/2021,11:05:00,7175923,,,8:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,2
13/07/2021,14:17:00,7175923,,,8:30:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,0
13/07/2021,11:48:00,7180427,,,7:30:00,,GLU Ropes,High,1,Patch #6 mill feed bin wall,Yes,Yes,Yes,No,3
13/07/2021,13:15:00 PM,7180427,,,7:30:00,,GLU Ropes,High,1,Patch #6 mill feed bin wall,Yes,Yes,Yes,No,3
13/07/2021,8:20:00,7192351,,,8:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,No,5
14/07/2021,14:30:00,7183397,90142,,7:00:00,15:00:00,Dartla,High,1,Remove asbestos gaskets if required,Yes,Yes,Yes,No,1
14/07/2021,7:43:00,7175923,,,7:30:00,8:30:00,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,No,3
14/07/2021,8:00:00,7186385,90684,,7:35:00,,GLU Ropes,High,1,C/out  elbow  30 unit #3,Yes,Yes,Yes,No,3
14/07/2021,14:00:00,7186385,90684,,7:35:00,15:00:00,GLU Ropes,High,1,C/ out elbow 30 unit #3,Yes,Yes,Yes,No,3
14/07/2021,13:25:00,7007080,,,10:00:00,,Nolred,Medium,1,108W office cleaning,Yes,Yes,Yes,No,1
15/07/2021,10:37:00,7171533,,,7:30:00,,GLU Mech,High,1,Drill holes for valve safety pins,Yes,Yes,Yes,No,2
15/07/2021,8:25:00,7171053,85959,10:00,8:00:00,,SAL,Medium,1,Check cone repairs #11 digester bank. NDT,Yes,Yes,Yes,No,1
15/07/2021,10:35:00,7183396,90135,,10:30:00,,SAL,Medium,1,NDT on #34 Digester bank cones,Yes,Yes,Yes,No,1
15/07/2021,10:30:00,7191421,91925,,7:20:00,,Roth,Medium,1,Paint walls 30X,Yes,Yes,Yes,No,2
15/07/2021,13:40:00,7191421,91925,,7:20:00,,Roth,Medium,1,Paint walls 30X,Yes,Yes,Yes,No,2
16/07/2021,7:44:00,7171533,,,7:30:00,,GLU Mech,High,1,Drill holes for valve safety pins,Yes,Yes,Yes,No,2
16/07/2021,12:01:00,7171533,,,6:30:00,,GLU Mech,High,1,Drill holes for valve safety pins,Yes,Yes,Yes,No,2
19/07/2021,8:55:00,7169199,,,7:30:00,,GLU Mech,High,2,Replace Biox supply line bld. 35,Yes,Yes,Yes,No,2
19/07/2021,10:30:00,7169199,,,7:30:00,,GLU Mech,High,2,Replace Biox supply line bld. 35,Yes,Yes,Yes,No,2
19/07/2021,22:04:00,7169199,,,7:30:00,16:00:00,GLU Mech,High,2,Replace Biox supply line bld. 35,Yes,Yes,Yes,No,2
19/07/2021,8:34:00,7191128,,,7:00:00,,Awayclean,High,2,HPW clean BLD. 35 mud troughs,Yes,Yes,Yes,No,4
19/07/2021,10:00:00,7185218,,,7:00:00,13:17:00,Olivea,Medium,2,Replace Potable water line at VTAT offices,Yes,Yes,Yes,No,3
20/07/2021,8:18:00,7166004,,,7:00:00,13:10:00,GLU Elec,High,2,Install electrical cable,Yes,Yes,Yes,No,3
20/07/2021,11:25:00,7176446,,,7:00:00,,Awayclean,High,2,HPW clean #13 mud thickener tank,Yes,Yes,Yes,No,5
20/07/2021,14:19:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,5
20/07/2021,9:00:00,7185218,,,7:00:00,13:15:00,Roth,High,2,Replace potable water line at VTAT offices,Yes,Yes,Yes,No,2
20/07/2021,7:35:00,7191128,,,7:00:00,,Awayclean,High,2,HPW . Clean Bld. 35 Mud troughs,Yes,Yes,Yes,No,6
20/07/2021,7:30:00,7185218,,,7:00:00,,Roth,Medium,2,Replace Potable water line at VTAT offices,Yes,Yes,Yes,No,2
21/07/2021,11:20:00,7163168,,,6:30:00,,GLU Mech,High,2,Install new lime line,Yes,Yes,Yes,No,5
21/07/2021,13:56:00,7163168,,,6:30:00,15:51:00,GLU Mech,High,2,Install new lime line,Yes,Yes,Yes,No,5
21/07/2021,7:43:00,7166004,,,6:30:00,12:30:00,GLU Elec,High,2,Run cable to precoat pumps,Yes,Yes,Yes,No,3
21/07/2021,8:23:00,7169199,,,7:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,3
21/07/2021,11:01:00,7169199,,,7:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,4
21/07/2021,13:40:00,7169199,,,7:30:00,16:00:00,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,4
21/07/2021,8:11:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,5
21/07/2021,11:25:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,0
21/07/2021,13:50:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,0
21/07/2021,8:28:00,7191185,,,7:30:00,,Awayclean,High,2,Clean Bld 35 mud troughs and floor,Yes,Yes,Yes,No,6
21/07/2021,12:14:00,7188768,90223,,6:30:00,14:30:00,Roth,Medium,2,Refurbish VTAT transportable,Yes,Yes,Yes,No,2
21/07/2021,14:14:00 PM,7188768,90223,,6:30:00,14:30:00,Roth,Medium,2,Refurbish VTAT Transportable,Yes,Yes,Yes,No,2
22/07/2021,8:19:00,7166002,,,6:30:00,14:00:00,GLU Elec,High,2,Run new cables to precoat pumps,Yes,Yes,Yes,No,3
22/07/2021,12:00:00,7166002,,,6:30:00,,GLU Elec,High,2,C/Out water heater,Yes,Yes,Yes,No,2
22/07/2021,7:30:00,7169199,,,6:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,2
22/07/2021,11:00:00,7169199,,,6:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,2
22/07/2021,8:04:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,6
22/07/2021,14:20:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,5
22/07/2021,11:21:00,7176446,,,7:00:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,6
22/07/2021,8:59:00,7179410,,,6:30:00,,Awayclean,High,2,Clean #46 KFP,Yes,Yes,Yes,No,3
22/07/2021,11:39:00,7179410,,,7:00:00,,Awayclean,High,2,HPW clean #46 Press,Yes,Yes,Yes,No,3
22/07/2021,8:49:00,7184806,90350,,6:30:00,,GLU Mech,High,2,Install spool 37A #2 OFT,Yes,Yes,Yes,No,3
22/07/2021,11:35:00,7184806,90350,,6:30:00,,GLU Mech,High,2,Install spool 37A #2 OFT,Yes,Yes,Yes,No,3
22/07/2021,14:30:00,7184806,,,6:30:00,14:30:00,GLU Mech,High,2,Install spool 37A #2 OFT,Yes,Yes,Yes,No,3
22/07/2021,8:33:00,7191185,,,7:00:00,,Awayclean,High,2,Clean Bld. 35 mud troughs,Yes,Yes,Yes,No,4
22/07/2021,10:30:00,7185218,,,7:00:00,,Roth,Medium,2,Earthworks and Potable water line repair,Yes,Yes,Yes,No,5
22/07/2021,7:08:00,7188768,,,6:30:00,,Roth,Medium,2,Refurbish transportable at VTAT,Yes,Yes,Yes,No,2
22/07/2021,10:28:00,7188768,,,6:30:00,,Roth,Medium,2,Refurbish transportable hut,Yes,Yes,Yes,No,2
22/07/2021,10:28:00,7188768,,,6:30:00,,Roth,Medium,2,Refurbish transportable hut,Yes,Yes,Yes,No,2
23/07/2021,11:25:00,7169199,,,6:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,3
23/07/2021,11:20:00,7169199,,,6:30:00,,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,3
23/07/2021,18:50:00,7169199,,,6:30:00,15:00:00,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,No,3
23/07/2021,11:41:00,7176446,,,7:30:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,5
23/07/2021,14:00:00,7176446,,,7:30:00,,Awayclean,High,2,Descale #13 Thickener,Yes,Yes,Yes,No,5
23/07/2021,12:01:00,7184806,90350,,7:20:00,,GLU Mech,High,2,Install spool 37A2 OFT,Yes,Yes,Yes,No,2
23/07/2021,13:50:00,7184806,90350,,7:20:00,14:00:00,GLU Mech,High,2,Install spool 37A2 OFT,Yes,Yes,Yes,No,2
23/07/2021,11:54:00,7191185,,,8:00:00,,Awayclean,High,2,Clean mud troughs,Yes,Yes,Yes,No,6
23/07/2021,11:03:00,,90234,,7:50:00,,GLU Elec,Low,2,Rewire VTAT transportable,Yes,Yes,Yes,No,1
23/07/2021,13:05:00,,90234,,7:50:00,14:00:00,GLU Elec,Low,2,Rewire VTAT transportable,Yes,Yes,Yes,No,3
26/07/2021,9:15:00,7129630,,,7:30:00,,Refeak,High,3P,Precip 50 S/Blast,Yes,Yes,Yes,No,3
26/07/2021,11:19:00,7129630,,,7:30:00,11:20:00,Refeak,High,3P,Precip 50 S/Blast,Yes,Yes,Yes,No,3
26/07/2021,8:40:00,721356,,,8:00:00,,TCWA,Medium,3C,Cleaning cold water basin,Yes,Yes,Yes,No,4
26/07/2021,10:38:00,721356,,,8:00:00,,TCWA,Medium,3C,Cleaning cold water basin,Yes,Yes,Yes,No,4
26/07/2021,8:24:00,7189882,91979,,7:30:00,,GLU Mech,Medium,3C,50S SST001 Open,Yes,Yes,Yes,No,5
26/07/2021,10:46:00,7189882,91979,,7:30:00,,GLU Mech,Medium,3C,50S SST001 Open,Yes,Yes,Yes,No,5
26/07/2021,13:35:00,7189882,91979,,7:30:00,,GLU Mech,Medium,3C,50S SST001 Open,Yes,Yes,Yes,No,5
27/07/2021,7:20:00,4321494,85618,,7:30:00,,GLU Scaff,High,3C,Scaffold Filter 12 Stack,Yes,Yes,Yes,No,4
27/07/2021,10:58:00,4321494,85618,,7:30:00,,GLU Scaff,High,3C,Scaffold Filter 12 Stack,Yes,Yes,Yes,No,4
27/07/2021,8:00:00,7160784,,,7:30:00,,Refeak,High,3P,Precip 155 Repair Floor,Yes,Yes,Yes,No,5
27/07/2021,10:52:00,7160784,,,7:30:00,,Refeak,High,3P,Precip 155 Repair Floor,Yes,Yes,Yes,No,4
27/07/2021,14:00:00,7160784,,,7:30:00,16:00:00,Refeak,High,3P,Precip 155 Repair Floor,Yes,Yes,Yes,No,4
27/07/2021,10:38:00,7197297,,,10:00:00,13:00:00,Olivea,High,3P,HPW 45 A 3 Dropper,Yes,Yes,Yes,No,3
27/07/2021,13:00:00,,,,11:30:00,15:00:00,Refeak,High,3P,S/Blast #50 Precip,Yes,Yes,Yes,No,3
27/07/2021,11:26:00,,95047,,7:30:00,14:30:00,GLU Scaff,Medium,3P,Build scaff 63 & 115 Launder,Yes,Yes,Yes,No,3
27/07/2021,13:30:00,,95047,,7:30:00,14:30:00,GLU Scaff,Medium,3P,Build scaff 63 & 115 Launder,Yes,Yes,Yes,No,2
28/07/2021,7:30:00,4321494,85618,,6:45:00,,GLU Scaff,High,3C,#12 Stack Erect Scaffolding,Yes,Yes,Yes,No,4
28/07/2021,10:40:00,4321494,85618,,6:45:00,,GLU Scaff,High,3C,#12 Stack Erect Scaffolding (Rained Off),Yes,Yes,Yes,No,0
28/07/2021,8:30:00,7129630,,,7:30:00,,Refeak,High,3P,Precip 50 Repairs,Yes,Yes,Yes,No,4
28/07/2021,11:26:00,7129630,,,7:30:00,,Refeak,High,3P,Precip 50 Repairs,Yes,Yes,Yes,No,4
28/07/2021,13:50:00,7129630,,,7:30:00,,Refeak,High,3P,Precip 50 Repairs,Yes,Yes,Yes,No,4
28/07/2021,11:17:00,7160784,,,7:30:00,,Refeak,High,3P,Precip I55 Repair Floor,Yes,Yes,Yes,No,4
28/07/2021,14:12:00,7160784,,,7:30:00,,Refeak,High,3P,Precip I55 Repair Floor,Yes,Yes,Yes,No,4
28/07/2021,10:20:00,7180452,82507,,7:31:00,11:52:00,Onecranes,High,3C,Service cranes,Yes,Yes,Yes,No,1
28/07/2021,14:18:00,7189882,91979,,7:20:00,,GLU Mech,High,3C,5OS Repairs SST001,Yes,Yes,Yes,No,4
29/07/2021,10:40:00,7129630,,,7:30:00,,Refeak,High,3P,#50 Precip Blast,Yes,Yes,Yes,No,3
29/07/2021,13:45:00,7129630,,,7:30:00,,Refeak,High,3P,#50 Precip Blast,Yes,Yes,Yes,No,3
29/07/2021,8:00:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Repairs,Yes,Yes,Yes,No,4
29/07/2021,10:47:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Repairs,Yes,Yes,Yes,No,4
29/07/2021,11:15:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Repairs,Yes,Yes,Yes,No,4
29/07/2021,13:50:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Repairs,Yes,Yes,Yes,No,4
29/07/2021,8:21:00,7189882,91979,,7:00:00,10:00:00,GLU Mech,High,3C,SST001 FBT I,Yes,Yes,Yes,No,3
29/07/2021,10:45:00,7189882,91979,,7:00:00,10:00:00,GLU Mech,High,3C,SST001 FBT I,Yes,Yes,Yes,No,3
29/07/2021,11:39:00,7194450,92716,,11:40:00,,GLU Elec,Medium,3C,Check power outlets,Yes,Yes,Yes,No,2
29/07/2021,8:00:00,,86161,,8:00:00,10:00:00,SAL,Medium,3P,FBTI Precip I55,Yes,Yes,Yes,No,1
8/07/2021,9:00:00,7175923,,,9:00:00,,Refeak,High,1,Install bypass Bld. 30,Yes,Yes,Yes,Yes,4
9/07/2021,10:05:00,7191412,,,8:20:00,,Pactim Engineering,High,1,#22 heater repairs,Yes,Yes,Yes,Yes,3
9/07/2021,12:13:00,7191412,,,8:20:00,,Pactim Engineering,High,1,#22 heater repairs,Yes,Yes,Yes,Yes,3
9/07/2021,14:00:00,7191412,,,8:20:00,,Pactim Engineering,High,1,#22 heater repairs,Yes,Yes,Yes,Yes,3
9/07/2021,8:17:00,7191412,,,8:20:00,,Pactim Engineering,Medium,1,#22 heater repairs,Yes,Yes,Yes,Yes,3
12/07/2021,9:15:00,7189798,,,9:20:00,,Pactim Engineering,Medium,1,Repair #55 Heater,Yes,Yes,Yes,Yes,3
12/07/2021,11:30:00,7189798,,,9:20:00,,Pactim Engineering,Medium,1,Repair #55 Heater,Yes,Yes,Yes,Yes,3
12/07/2021,14:00:00,7189798,,,9:00:00,,Pactim Engineering,Medium,1,Repair #55 Heater,Yes,Yes,Yes,Yes,3
13/07/2021,12:14:00,7185111,,,12:15:00,12:30:00,E.R.S.,High,1,Check cable tray lanyards,Yes,Yes,Yes,Yes,2
13/07/2021,7:45:00,7192350,,,8:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
13/07/2021,11:00:00,7192350,,,8:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
13/07/2021,14:10:00,7192350,,,8:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
13/07/2021,11:00:00,7192351,,,8:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,5
13/07/2021,14:10:00,7192351,,,8:00:00,,GLU Mech,High,1,1nstall liners 11B digester vessel,Yes,Yes,Yes,Yes,4
13/07/2021,10:00:00,7191412,,,10:00:00,,Pactim Engineering,Medium,1,#22 heater repairs,Yes,Yes,Yes,Yes,2
14/07/2021,10:08:00,7186959,,,7:30:00,,Southfeld,High,1,D1/D2 tripper floor repairs,Yes,Yes,Yes,Yes,4
14/07/2021,7:59:00,7192350,,,7:30:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
14/07/2021,13:42:00,7192350,,,7:30:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
14/07/2021,8:02:00,7192351,,,7:30:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,4
14/07/2021,13:42:00,7192351,,,7:30:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,4
14/07/2021,6:34:00,7174721,,,18:00,7:37:00,Pactim Engineering,Medium,1,#6 mill girth gear inspection,Yes,Yes,Yes,Yes,3
15/07/2021,6:58:00,7192350,,,7:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
15/07/2021,10:40:00,7192350,,,7:00:00,,GLU Mech,High,1,Install liners 11A  digster vessel,Yes,Yes,Yes,Yes,4
15/07/2021,14:20:00,7192350,,,7:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,4
15/07/2021,6:58:00,7192351,,,7:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,2
15/07/2021,10:40:00,7192351,,,7:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,2
15/07/2021,14:20:00,7192351,,,7:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,2
15/07/2021,12:34:00,7189811,82356-7,,12:30:00,13:50:00,MEC,Medium,1,Airconditioner Maintenance,Yes,Yes,Yes,Yes,1
15/07/2021,12:34:00,7189819,82408-7,,12:30:00,13:50:00,MEC,Medium,1,Airconditioner Breakdowns ,Yes,Yes,Yes,Yes,1
15/07/2021,8:50:00,7193332,,,8:50:00,,Pactim Engineering,Medium,1,Repair 11/1 heater Bld. 42,Yes,Yes,Yes,Yes,2
15/07/2021,11:20:00,7193332,,,8:50:00,,Pactim Engineering,Medium,1,Repair 11/1 heater Bld. 42,Yes,Yes,Yes,Yes,2
15/07/2021,13:30:00,7193332,,,8:50:00,,Pactim Engineering,Medium,1,Repair 11/1 heater Bld. 42,Yes,Yes,Yes,Yes,2
16/07/2021,14:19:00,717153,,,6:30:00,14:20:00,GLU Mech,High,1,Drill holes for locking pins,Yes,Yes,Yes,Yes,2
16/07/2021,8:08:00,7188644,92026,,7:00:00,,GLU Scaff,High,1,#6 Mill c/out K.G.A. valve,Yes,Yes,Yes,Yes,2
16/07/2021,7:00:00,7192350,,,7:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,3
16/07/2021,11:54:00,7192350,,,7:00:00,,GLU Mech,High,1,Install liners 11A digester vessel,Yes,Yes,Yes,Yes,3
16/07/2021,7:13:00,7192351,,,7:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,3
16/07/2021,11:54:00,7192351,,,7:00:00,,GLU Mech,High,1,Install liners 11B digester vessel,Yes,Yes,Yes,Yes,3
16/07/2021,7:32:00,7191421,91925,,7:00:00,,Roth,Medium,1,Install LCD screens 108W/30X,Yes,Yes,Yes,Yes,2
16/07/2021,10:45:00,7191421,91925,,7:00:00,,Roth,Medium,1,Install LCD screens 108W/30X,Yes,Yes,Yes,Yes,2
16/07/2021,13:05:00,7191421,91925,,7:00:00,,Roth,Medium,1,Install LCD screens 108W/30X,Yes,Yes,Yes,Yes,2
19/07/2021,7:50:00,7188448,91701,,7:55:00,14:13:00,GLU Ropes,High,1,#34 s/trap. Burn holes in stiffener,Yes,Yes,Yes,Yes,3
20/07/2021,7:45:00,7169199,,,7:30:00,11:00:00,GLU Mech,High,2,Replace Biox line,Yes,Yes,Yes,Yes,3
21/07/2021,7:56:00,7163168,,,6:30:00,,GLU Mech,High,2,Install new lime line,Yes,Yes,Yes,Yes,5
22/07/2021,7:55:00,7163168,,,6:30:00,,GLU Mech,High,2,Replace lime line,Yes,Yes,Yes,Yes,2
22/07/2021,11:18:00,7163168,,,6:30:00,,GLU Mech,High,2,Replace lime line,Yes,Yes,Yes,Yes,2
22/07/2021,14:15:00,7163168,,,6:30:00,16:00:00,GLU Mech,High,2,Replace lime line,Yes,Yes,Yes,Yes,2
22/07/2021,14:30:00,7169199,,,6:30:00,15:00:00,GLU Mech,High,2,Replace Biox Line,Yes,Yes,Yes,Yes,2
22/07/2021,7:08:00,7185218,,,7:00:00,,Roth,Medium,2,Earthworks for poatable water line,Yes,Yes,Yes,Yes,3
22/07/2021,13:50:00,7185218,,,7:00:00,14:20:00,Roth,Medium,2,Repair potable water line,Yes,Yes,Yes,Yes,2
22/07/2021,13:54:00,7188768,,,6:30:00,14:20:00,Roth,Medium,2,Refurbish transportable,Yes,Yes,Yes,Yes,1
23/07/2021,9:00:00,7165866,,,7:40:00,11:00:00,Awayclean,Medium,2,Build sand bund,Yes,Yes,Yes,Yes,2
26/07/2021,9:25:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Replace Floor,Yes,Yes,Yes,Yes,4
26/07/2021,11:02:00,7160784,,,7:30:00,,Refeak,High,3P,155 Precip Replace Floor,Yes,Yes,Yes,Yes,3
26/07/2021,8:47:00,7172256,,,7:30:00,,WHOB,High,3C,Install drains Building 50,Yes,Yes,Yes,Yes,2
26/07/2021,11:30:00,7172256,,,7:30:00,,WHOB,High,3C,Install drains Building 50,Yes,Yes,Yes,Yes,2
26/07/2021,14:00:00,7172256,,,7:30:00,,WHOB,High,3C,Install drains Building 50,Yes,Yes,Yes,Yes,2
26/07/2021,10:30:00,7133470,,,7:30:00,12:00:00,SAL,Medium,3C,Thermal Imaging Calciner 3,Yes,Yes,Yes,Yes,3
26/07/2021,8:30:00,7191268,91971,,8:00:00,,Awayclean,Medium,3C,Vacuum Superfine,Yes,Yes,Yes,Yes,4
26/07/2021,10:52:00,7191268,91971,,8:00:00,,Awayclean,Medium,3C,Vacuum Superfine,Yes,Yes,Yes,Yes,5
26/07/2021,13:30:00,7191268,91971,,8:00:00,,Awayclean,Medium,3C,Vacuum Superfine,Yes,Yes,Yes,Yes,5
28/07/2021,8:20:00,7160784,,,7:30:00,,Refeak,High,3P,Precip I55 Repair Floor,Yes,Yes,Yes,Yes,4
